성명,소속,직위,재산의 종류,대분류,본인과의 관계,소재지 면적 등 권리의 명세,종전가액,증가액,증가액_실거래가,감소액,감소액_실거래가,현재가액,변동사유,개별index,지역
문희성,울산광역시 중구의회,의원,예금,예금,본인,"DB생명보험(주) 0(9,269 감소), 현대해상화재보험 2,326(1,182 감소), 메리츠화재해상보험(보험) 6,986(1,278 증가), 신한은행 19(19 증가), 우체국 0(5,904 감소), 롯데손해보험 7,004(1,762 증가), 농협은행 56(12 감소), (주)KB손해보험 9,391(748 증가), 씨티은행 1(51 감소), 유안타증권 8, 메트라이프생명보험 4,369(1,456 증가), 신한생명보험 1,024(212 증가), MG손해보험(주) 2,621(611 증가), 국민은행 289(222 감소), 농협중앙회 237(5,452 감소), 흥국화재해상보험(주) 8,605(1,586 증가), DB손해보험(주) 1,188(252 증가), 라이나생명보험 5,445(3,251 감소),오렌지라이프생명보험 주식회사 1,639(2,697 감소)",71324,8867,0,28983,0,51208,소득저축 및 가계자금사용,문희성-울산광역시 중구의회-의원,ulsan
문희성,울산광역시 중구의회,의원,예금,예금,배우자,"흥국생명보험 12,476(1,345 증가), 농협중앙회 9,634(2,558 증가), (주)KB손해보험 7,945(663 증가), NH투자증권 139, 메트라이프생명보험 6,400(1,200 증가), 우리은행 2,520, 농협은행12, 양남 63(5 증가), 라이나생명보험 991(238 증가), 경남은행 74",34245,6086,0,77,0,40254,소득저축 및 가계자금사용,문희성-울산광역시 중구의회-의원,ulsan
문희성,울산광역시 중구의회,의원,예금,예금,부,"동양생명보험 2,695(462 증가), 농협은행 11, 국민은행20,018(4,062 감소), 한화손해보험 558(372 증가), 신한은행3, 청운신협 9",26522,20834,0,24062,0,23294,,문희성-울산광역시 중구의회-의원,ulsan
문희성,울산광역시 중구의회,의원,예금,예금,모,"국민은행 7,938(13,643 감소), 하나금융투자 7, 우체국4,596, 동양생명보험 580(158 증가), 우리은행 3(3 증가),청운신협 5, AIA생명보험주식회사 2,401(79 증가)",28933,6597,0,20000,0,15530,,문희성-울산광역시 중구의회-의원,ulsan
문희성,울산광역시 중구의회,의원,예금,예금,장남,"농협중앙회 2,015(1 증가)",2014,1,0,0,0,2015,,문희성-울산광역시 중구의회-의원,ulsan
문희성,울산광역시 중구의회,의원,예금,예금,장녀,"농협중앙회 2,015(1 증가)",2014,1,0,0,0,2015,,문희성-울산광역시 중구의회-의원,ulsan
문희성,울산광역시 중구의회,의원,유가증권,상장주식,배우자,LG전자 9주,747,0,0,187,0,560,주식가액하락,문희성-울산광역시 중구의회-의원,ulsan
문희성,울산광역시 중구의회,의원,채권,채권,배우자,사인간채권,3000,0,0,0,0,3000,변동없음,문희성-울산광역시 중구의회-의원,ulsan
문희성,울산광역시 중구의회,의원,채무,금융기관채무,본인,"DB생명보험(주) 0(5,390 감소), KB국민카드 0(4,518 감소),현대카드(주) 18,801(877 감소), 우체국 0(900 감소),(주)KB손해보험 1,660, 신한카드 637(509 감소),라이나생명보험 900(500 감소), 오렌지라이프생명보험 주식회사 0(198 감소)",34890,15700,0,28592,0,21998,채무상환,문희성-울산광역시 중구의회-의원,ulsan
문희성,울산광역시 중구의회,의원,채무,금융기관채무,배우자,"흥국생명보험 5,258, 신한카드 0(15,000 감소), KB국민카드0(5,000 감소), 효성캐피탈(주) 0(74,361 감소), 삼성카드4,065(1,418 감소), 롯데카드 3,487(13,013 감소),새마을금고 75,000(25,000 증가)",171602,25000,0,108792,0,87810,채무상환,문희성-울산광역시 중구의회-의원,ulsan
문희성,울산광역시 중구의회,의원,채무,기타,배우자,롯데렌터카 감소,11880,0,0,2950,0,8930,변동없음,문희성-울산광역시 중구의회-의원,ulsan
문희성,울산광역시 중구의회,의원,채무,금융기관채무,모,"국민은행 190,097(6,491 감소)",196588,0,0,6491,0,190097,변동없음,문희성-울산광역시 중구의회-의원,ulsan
박경흠,울산광역시 중구의회,의원,건물,복합건물(주택+상가),본인,울산광역시 중구 태화동 대지 202.60㎡ 건물 347.10㎡,460000,0,0,0,0,460000,변동없음,박경흠-울산광역시 중구의회-의원,ulsan
박경흠,울산광역시 중구의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,본인,"2009년식 포터Ⅱ 배기량(2,497cc)",4000,0,0,0,0,4000,변동없음,박경흠-울산광역시 중구의회-의원,ulsan
박경흠,울산광역시 중구의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,배우자,"2004년식 뉴아반떼XD 배기량(1,495cc)",2690,0,0,0,0,2690,변동없음,박경흠-울산광역시 중구의회-의원,ulsan
박경흠,울산광역시 중구의회,의원,예금,예금,본인,"현대해상화재보험 1,090(372 증가), 미래에셋생명보험 3,000(600 증가), 농협생명보험 1,380(151 증가), 신한은행 343(313 증가), 삼성생명보험 1,350, 중울산 10, 우체국 13,858(598 증가), 농협은행 1,830(382 증가), 한화투자증권 1(1 증가), 국민은행 50(85 감소), 농협중앙회 35(33 증가), 농협손해보험 1,656(488 증가), 경남은행 0(1,584 감소), 라이나생명보험 2,345(364 증가), 태화 209(863 감소), 삼성화재해상보험 2,169, 새마을금고중앙회 공제사업부 10,673(1,796 증가)",37433,5098,0,2532,0,39999,소득저축 및 가계자금사용,박경흠-울산광역시 중구의회-의원,ulsan
박경흠,울산광역시 중구의회,의원,예금,예금,배우자,"국민은행 3, 현대해상화재보험 6,534(619 증가), 농협중앙회44,169(2,802 증가), 신한은행 5, 중소기업은행 5, 농협은행3,148(421 증가), 농협생명보험 4,495(203 증가)",54314,4045,0,0,0,58359,소득저축 및 가계자금사용,박경흠-울산광역시 중구의회-의원,ulsan
박경흠,울산광역시 중구의회,의원,예금,예금,장녀,"신한은행 2,484(801 증가)",1683,801,0,0,0,2484,소득저축 및 가계자금사용,박경흠-울산광역시 중구의회-의원,ulsan
박경흠,울산광역시 중구의회,의원,예금,예금,차녀,농협중앙회 473(473 증가),0,473,0,0,0,473,소득저축 및 가계자금사용,박경흠-울산광역시 중구의회-의원,ulsan
박경흠,울산광역시 중구의회,의원,채무,금융기관채무,본인,"미래에셋생명보험 860, 상호저축은행중앙회 0(4,486 감소), 신한은행 0(919 감소), 우체국 8,120, 새마을금고 0(170,000 감소),국민은행 0(1,273 감소), 농협중앙회 230,268(220,372 증가)",195554,230268,0,186574,0,239248,가계자금사용,박경흠-울산광역시 중구의회-의원,ulsan
박경흠,울산광역시 중구의회,의원,채무,건물임대채무,본인,울산광역시 중구 태화동 임대보증금,120000,0,0,0,0,120000,변동없음,박경흠-울산광역시 중구의회-의원,ulsan
박경흠,울산광역시 중구의회,의원,채무,금융기관채무,배우자,"농협중앙회 20,000",20000,0,0,0,0,20000,변동없음,박경흠-울산광역시 중구의회-의원,ulsan
박경흠,울산광역시 중구의회,의원,고지거부및등록제외사항,고지거부및등록제외사항,부,고지거부,0,0,0,0,0,0,독립생계유지,박경흠-울산광역시 중구의회-의원,ulsan
박경흠,울산광역시 중구의회,의원,고지거부및등록제외사항,고지거부및등록제외사항,모,고지거부,0,0,0,0,0,0,독립생계유지,박경흠-울산광역시 중구의회-의원,ulsan
박채연,울산광역시 중구의회,의원,토지,과수원,본인,"울산광역시 중구 성안동 1451번지 1,752.00㎡",93381,0,0,0,0,93381,변동없음,박채연-울산광역시 중구의회-의원,ulsan
박채연,울산광역시 중구의회,의원,토지,답,배우자,"경상북도 경주시 배반동 203번지 2,691.00㎡",74002,0,0,0,0,74002,변동없음,박채연-울산광역시 중구의회-의원,ulsan
박채연,울산광역시 중구의회,의원,토지,전,모,"울산광역시 북구 가대동 902번지 1,835.00㎡",71565,0,0,0,0,71565,변동없음,박채연-울산광역시 중구의회-의원,ulsan
박채연,울산광역시 중구의회,의원,건물,복합건물(주택+상가),본인,울산광역시 남구 달동 대지 165.50㎡ 건물 278.55㎡,77600,0,0,0,0,77600,변동없음,박채연-울산광역시 중구의회-의원,ulsan
박채연,울산광역시 중구의회,의원,건물,아파트,배우자,울산광역시 울주군 삼남면 교동리 경동우신알프스타운 건물45.06㎡,74000,0,0,0,0,74000,변동없음,박채연-울산광역시 중구의회-의원,ulsan
박채연,울산광역시 중구의회,의원,건물,단독주택,모,울산광역시 중구 성안동 대지 153.00㎡ 건물 107.86㎡,60000,0,0,0,0,60000,변동없음,박채연-울산광역시 중구의회-의원,ulsan
박채연,울산광역시 중구의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,본인,"2013년식 스타렉스 배기량(2,497cc)",22400,0,0,0,0,22400,변동없음,박채연-울산광역시 중구의회-의원,ulsan
박채연,울산광역시 중구의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,배우자,"2015년식 아반떼 배기량(1,591cc)",12380,0,0,0,0,12380,변동없음,박채연-울산광역시 중구의회-의원,ulsan
박채연,울산광역시 중구의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,배우자,"2017년식 그랜져 배기량(2,199cc)",38190,0,0,0,0,38190,변동없음,박채연-울산광역시 중구의회-의원,ulsan
박채연,울산광역시 중구의회,의원,예금,예금,본인,"신한은행 10, 우체국 8,736, KB증권 121, 농협은행 2,693(923 증가), (주)KB손해보험 6,300(900 증가), 농협중앙회 5,678(24 감소), 키움닷컴증권 301(283 증가), 한화생명보험주식회사 7,500(1,146 증가), 동양생명보험 2,325(465 증가),흥국화재해상보험(주) 12,580(525 증가), 라이나생명보험 1,895(182 증가), 교보생명보험 10,497(327 증가), 울산중앙501, 새마을금고중앙회 공제사업부 9,189(1,596 증가)",62003,7015,0,692,0,68326,소득저축 및 가계자금사용,박채연-울산광역시 중구의회-의원,ulsan
박채연,울산광역시 중구의회,의원,예금,예금,배우자,"(주)KEB하나은행 24,366(254 감소), 현대자동차 3,333(1,981 증가), 흥국화재해상보험(주) 12,955(281 증가), 현대해상화재보험 32,064(2,004 증가), 농협중앙회 11(60 감소), 신한은행 21(126 감소), 삼성생명보험 15,859, 현대차증권 424(2,677 감소)",87884,4266,0,3117,0,89033,,박채연-울산광역시 중구의회-의원,ulsan
박채연,울산광역시 중구의회,의원,예금,예금,모,"농협중앙회 5,843(2,596 증가)",3247,2988,0,392,0,5843,,박채연-울산광역시 중구의회-의원,ulsan
박채연,울산광역시 중구의회,의원,예금,예금,장녀,"농협중앙회 466(79 감소), 울산중앙 34,052(6,000 증가),씨티은행 1, 새마을금고중앙회 공제사업부 3,400(600 증가),농협은행 487(260 증가), 한국카카오은행(주) 0(165 감소)",31790,6867,0,251,0,38406,,박채연-울산광역시 중구의회-의원,ulsan
박채연,울산광역시 중구의회,의원,예금,예금,장남,"신한은행 34, 한국카카오은행(주) 1,640(140 증가),(주)KEB하나은행 9, 펀드온라인코리아 주식회사 350(350 증가), 농협은행 6,826(6,307 증가), 새마을금고중앙회 공제사업부 1,000(600 증가)",2462,7397,0,0,0,9859,,박채연-울산광역시 중구의회-의원,ulsan
박채연,울산광역시 중구의회,의원,유가증권,상장주식,본인,"삼성전자보통주 1,000주, 카프로보통주 5,892주(3,985주 감소)",110850,0,0,46609,0,64241,주가하락,박채연-울산광역시 중구의회-의원,ulsan
박채연,울산광역시 중구의회,의원,유가증권,상장주식,배우자,"현대상선 850주, 하이트진로 0주(200주 감소), 삼성생명 20주, 삼성전자 80주(80주 증가), 현대건설 120주(2주 증가)",16958,3096,0,5634,0,14420,주가하락,박채연-울산광역시 중구의회-의원,ulsan
박채연,울산광역시 중구의회,의원,채무,금융기관채무,본인,"삼성카드 9,833(9,833 증가), 현대캐피탈 17,529(17,529 증가), 우체국 5,000, 농협중앙회 238,049(1,560 감소), 흥국화재해상보험(주) 28,500(28,500 증가), 교보생명보험 6,000",250609,55862,0,1560,0,304911,가계자금사용,박채연-울산광역시 중구의회-의원,ulsan
박채연,울산광역시 중구의회,의원,채무,금융기관채무,배우자,"신한은행 55,000, 현대캐피탈 2,333(2,000 감소), 새마을금고17,066(17,066 증가)",59333,17066,0,2000,0,74399,가계자금사용,박채연-울산광역시 중구의회-의원,ulsan
박채연,울산광역시 중구의회,의원,채무,건물임대채무,배우자,울산광역시 울주군 삼남면 교동리 경동우신알프스타운임대보증금,5000,0,0,0,0,5000,변동없음,박채연-울산광역시 중구의회-의원,ulsan
박채연,울산광역시 중구의회,의원,채무,금융기관채무,모,"농협중앙회 60,000",60000,0,0,0,0,60000,변동없음,박채연-울산광역시 중구의회-의원,ulsan
박채연,울산광역시 중구의회,의원,채무,금융기관채무,장녀,"농협중앙회 40,000, 상호저축은행중앙회 45,000",85000,0,0,0,0,85000,변동없음,박채연-울산광역시 중구의회-의원,ulsan
안영호,울산광역시 중구의회,의원,토지,전,배우자,제주특별자치도 서귀포시 성산읍 신산리 1318-2번지 800.00㎡,36000,0,0,0,0,36000,변동없음,안영호-울산광역시 중구의회-의원,ulsan
안영호,울산광역시 중구의회,의원,토지,전,배우자,제주특별자치도 서귀포시 성산읍 신산리 1318-9번지 985.00㎡,44325,0,0,0,0,44325,변동없음,안영호-울산광역시 중구의회-의원,ulsan
안영호,울산광역시 중구의회,의원,토지,임야,모,"울산광역시 울주군 두동면 만화리 산 169번지 0.00㎡중 0.00㎡(총면적 24,397.00㎡감소, 지분면적 1,652.90㎡감소)",8396,0,0,8396,0,0,타인에게 무상으로 증여,안영호-울산광역시 중구의회-의원,ulsan
안영호,울산광역시 중구의회,의원,건물,아파트,본인,울산광역시 울주군 언양읍 서부리 서울산두산위브아파트건물 137.10㎡,236000,0,0,0,0,236000,변동없음,안영호-울산광역시 중구의회-의원,ulsan
